class,text
Neutral,@AmericanAir Lost black wallet at #DallasAirport.I was on flight 2208 to CLE.Would appreciate ur help. Last I used it at @Starbucks on A20.
Neutral,"@AmericanAir Thank you, but I'll be Cancelled Flighting my return flight, as I've already rebooked with another airline so I can get home today."
Neutral,@AmericanAir fl 249 to DFW is leaving Newark on time but is going to Nashville first.  Will I get stuck in Nashville?
Neg,"@AmericanAir Howdy, having trouble getting rebooked after flight Cancelled Flightled. Can't get thru via phone and Web erroring out. Can you help?"
Neg,@AmericanAir Oh yea? That's it? C'mon buddy! Bring your special friend @united to the conversation - they seem to be doing NOTHING AT ALL
Neg,@AmericanAir why are there only 2 agents at domestic check in at MIA?! WTF? Huge lines and many people with Cancelled Flightled flights.
Neg,@AmericanAir I was told I had a 20minute wait time after waiting hours. And an hour has gone by. This is ridiculous
Neg,=@AmericanAir I DMed
Neg,@AmericanAir don't see response!
Pos,"=@AmericanAir gotta love those skycaps, solving Problems faster than anyone else in the terminal. and they did it with a smile on their face"
Neg,@AmericanAir you guys need to educate your employees on what a pink tag is AND STOP LOSING MY GUITAR FOR THE 10 THOUSANDTH TIME!
Neg,@AmericanAir pretty frustrating when you can't even stay on hold to get help after a flight Cancelled Flightation!
Neg,"@AmericanAir @united You're both equally terrible, and I'm going to fight until I get complete satisfaction for how we were mistreated"
Neg,"@AmericanAir @united wrote back saying 'it's been a challenging week...that's for sure"" - no shit."
Neg,"@AmericanAir @united contact me, or do something to alleviate this terrible, terrible service. But no, your 22 year old social media guru"
Neg,"=@AmericanAir @united week is going to make up for anything, Or put me at ease.  you should be asking me how you can fix things, how to..."
Neg,@AmericanAir @cnnbrk they didn't address the assult or drinks spilled on her  the drunk passenger had to have a wheelchair to get off plane
Neg,"@AmericanAir @united and a complete lack of faith in your companies. It's really a shame that you think telling me ""it's been a challenging"""
Neg,=@AmericanAir priority baggage evidently means it comes out last
Neg,"=@AmericanAir @united getting US to where we Need to be. this is not acceptable. not to Mention, Cancelled Flighting meetings/interviews for my client"
Neg,@AmericanAir between your airline and @united I've now spent three extra days traveling (DOMESTIC) and spent hundreds of dollars...
Neg,"@AmericanAir has the worst flights and customer service, this is the second time I've been Cancelled Flighted. Gotta pay for hotel and find rides now."
Neg,"=@AmericanAir flight from DC to LA, not to Mention fix the circuit breaker in our bathrooms because this plane is as old as me..."
Neg,@AmericanAir what an incredibly arrogant thing to say while I sit here at O'Hare waiting for your incompetent airlines to refuel on a...
Neutral,@AmericanAir why is it from June 1 thru December 31 there are no bus/first milesaaver awards available from cun to nyc? #Explain #whyfly
Neg,=@AmericanAir @cnnbrk She Tried they are not doing anything said they would TALK to stewardess about serving drunks drinks how does that help
Neg,@AmericanAir please improve business extra flight reservation process. can't book online?  what century are we in? 25 min+ on hold
Neg,@AmericanAir I tried already and I am on the waiting list for a call back #2hourwaitsucks
Neg,=@AmericanAir the most stressful morning and still had to pay to check a bag. LAX is a madhouse with a lot of angry customers. Yikes
Neutral,"@AmericanAir its only 1500 characters, i will respond via formal letter. Trust me, I have plenty to say."
Neg,"@AmericanAir as of now, will do my best to never fly w/ #AmericanAirlines ever again. Y'all have made this a day to remember."
Neg,"@AmericanAir 4 phone calls, 2 hrs of being sent back &amp; forth between two lines in the terminal and it's the skycap that finds a solution"
Neg,=@AmericanAir Thanks for the response.Tough night for all involved. our flight got Cancelled Flightled as we started taxiing down the runway.
Neg,=@AmericanAir What response? is our flight out of Montrose Cancelled Flightled Or not?
Pos,=@AmericanAir Thank you for responding Rather quickly BTW
Neutral,=@AmericanAir the saga continues..
Neg,@AmericanAir thanks for the DM rescheduling. Unfortunately your operations process at LAX is chaos &amp; the reps refused to print the ticket
Pos,@AmericanAir ok thank you!
Neutral,=@AmericanAir could you guys follow me So I can DM yall please
Neg,=@AmericanAir Cancelled Flighting my flight today because of weather in Dallas Without being charged?
Neg,@AmericanAir No. I was told I got put on another flight and that I would get an email. Still haven't gotten one yet.
Neg,@AmericanAir Please try it yourself - call 1-800-433-7300 and see what happens... then you'll understand.  #allrepresentativesbusy #nooption
Pos,=@AmericanAir Thank you!CC: @packermama1
Neg,"@AmericanAir I tried to check in, but they redirect me to call in to @USAirways, which I also can't get into contact with"
Neg,@AmericanAir flight delayed 3 times today due to flight officer. 4333 from pit to ord. 5 hour delay to date. #bademployeeproblem?
Neg,"@AmericanAir --(pt 2) and the AA reservations phone number has been less than helpful, telling me to change things online when I can't."
Neg,=@AmericanAir yes but not with much help from you guys
Pos,@AmericanAir thank you for NOT Cancelled Flighting all flights and putting my husbands life in danger driving in this weather. #safetyfirst
Neg,"@AmericanAir Are there any travel advisories for Toronto, ON today? I can't access anything regarding international travel on your website--"
Neg,"@AmericanAir I understand that. But 14 hours Late Flightr, I still haven't heard a word! How can you plan your week with no zero information!"
Neutral,"=@AmericanAir two were non revs, right?"
Neutral,=@AmericanAir check your DM please
Pos,@AmericanAir finally called! Can't get met Seattle so refund will be processed. Thanks
Neg,"@AmericanAir My reservation is on hold, not me.  Wish I was on hold but that's not possible with the phone issues at #americanair"
Neg,@AmericanAir the app doesn't allow Canadian address. I used the mobile Canadian site and it will not let you select a passenger.
Neg,@AmericanAir You are having phone issues.  Please fix it!!!!
Neg,"@AmericanAir I can't!!!  No one can't get to ""hold"".  You can't get past the automated reply.  It hangs up on you.  #FRUSTRATED"
Neg,@AmericanAir trying to get home is beyond complicated. It's should not be this hard. Students are split up and we will not fly AA ever again
Neg,@AmericanAir is your website down? I haven't been able to check in to my flight all morning.
Neutral,@AmericanAir can you tell me why flight 1542 from dfw to phl was Cancelled Flightled for tomorrow?
Neutral,@AmericanAir how we looking? We going to be able to get out on time? #flight353
Neg,@AmericanAir My boyfriend was supposed to be home Saturday but his flight from DC was Cancelled Flightled yet again. Please get him home!
Neg,@AmericanAir I tried that &amp; they have been disrespectful not professional &amp; my 2nd flight been Cancelled Flighted I have to get home for a surgeryHELP
Neg,@AmericanAir - answer the phones.  Trying to change a reservation and haven't been able to get a human to pick up in two days.
Neg,"@AmericanAir now because you couldn't add my ktn, which I asked for numerous times and no one answers the phone, I missed my flight!!#upset"
Neg,"@AmericanAir flight US1562 from RIC2DFW was Cancelled Flightled yesterday &amp; I was on hold w/ cust. service from 6-10pm EST...4 hours, no answer..."
Neg,=@AmericanAir got off the phone w/ rep now flight has disappeared. locator IRRLCD She said I was rescheduled. help please.
Neg,=@AmericanAir =UNAmerican airlines just lies and poor customer services...
Neutral,=@AmericanAir Thank you
Neg,@AmericanAir they @cathaypacific @cathaypacificUS can't even tell me what country they are in 😥😥
Neutral,"=@AmericanAir I sent you a DM, can you please help."
Pos,@AmericanAir awesome flight this morning on AA3230! Awesome crew and even landed early!
Neg,@AmericanAir yes. Just sayin' that was a particularly poorly handled situation.
Neg,"@AmericanAir I had to pay extra $$ cos that flight was ""no longer available"" just because it wouldn't accept my US Card for a 1 way into NYC"
Neg,=@AmericanAir - and @AirSouthwest  had a flight from Chicago to buffalo about an hour before our flight -- do they not care about safety?
Neg,=@AmericanAir can you?
Neg,@AmericanAir Could have voided the ticket since it was &gt; 24hrs since Flight Booking Problems. Are you going to waive the fees? Still can't get through.
Neg,"@AmericanAir - So does that mean your other flights going into Buffalo from other locations, you don't care about their safety?"
Neg,"@AmericanAir I've been in line for over half hour trying to see a representative, now I might even miss the next flight too, unacceptable"
Neg,@AmericanAir been trying to speak to agent for 24hrs about my Cancelled Flightled flight but reps always busy. how do I get ahold of you?
Neutral,=@AmericanAir please follow me.
Neutral,=@AmericanAir Any way that we could look at other options for today?
Neg,@AmericanAir you're almost as bad as @united
Neg,@AmericanAir @USAirways use the app you say?? http://t.co/WnY9TzsR8N
Neg,=@AmericanAir there is two hour wait
Neg,@AmericanAir can't get thru to anyone on phone
Neg,"@AmericanAir  when do you anticipate decisions for Cancelled Flightlations at DFW tomorrow morning? Need to rearrange hotel reservations, etc. ASAP!"
Neutral,@AmericanAir I saw it finally come through on the mobile app. However it's for tomorrow and I have meetings tonight that I'm trying to make.
Neg,@AmericanAir I've been calling your 1800 # all morning to change my name for an upcoming trip but am not able to get through. Please advise!
Neg,"@AmericanAir @USAirways ""but I take meds that make me severely dehydrated"" {sigh}"
Neg,"=@AmericanAir DM me your email address,  I will tell you my ordeal, then you tell me What you think is fair"
Neg,@AmericanAir I did set up notifications through AA &amp; Us airways. still nothing
Neg,=@AmericanAir how can I get travel question answered quickly... online and calling not helping with this busy day
